,layer,area,specimen_id,score
231,fc6_relu,VISrl,742602892,0.4953424937704529
232,fc6_relu,VISrl,742714475,0.4761018277034449
233,fc6_relu,VISrl,744915204,0.17028991556088874
234,fc7_relu,VISal,735109609,0.38483893436648386
235,fc7_relu,VISal,738651054,0.3194935084614234
236,fc7_relu,VISal,739783171,0.38555281412713793
237,fc7_relu,VISal,742714475,0.340208367335915
238,fc7_relu,VISal,757329624,0.3689208910074363
239,fc7_relu,VISal,775876828,0.30636871820836387
240,fc7_relu,VISam,730756780,0.44512565698373585
241,fc7_relu,VISam,734865738,0.31555203302447077
242,fc7_relu,VISam,738651054,0.3017124065842737
243,fc7_relu,VISam,739783171,0.32767036276300654
244,fc7_relu,VISam,742602892,0.40568880193794754
245,fc7_relu,VISam,744915204,0.26778723241241853
246,fc7_relu,VISam,775876828,0.2707852574413486
247,fc7_relu,VISl,716813543,0.2971645276664815
248,fc7_relu,VISl,723627604,0.23800440583244697
249,fc7_relu,VISl,739783171,0.31987209629428626
250,fc7_relu,VISl,745276236,0.41813773782669206
251,fc7_relu,VISl,772616823,0.31206326453583977
252,fc7_relu,VISl,775876828,0.34786639433931377
253,fc7_relu,VISp,717038288,0.3288825047364394
254,fc7_relu,VISp,719828690,0.3114308704857104
255,fc7_relu,VISp,730756780,0.3470867015055875
256,fc7_relu,VISp,738651054,0.29917877825834194
257,fc7_relu,VISp,739783171,0.32860441178104927
258,fc7_relu,VISp,742602892,0.393823256327269
259,fc7_relu,VISp,744915204,0.2914200327910845
260,fc7_relu,VISp,772616823,0.3125469328161189
261,fc7_relu,VISpm,726170935,0.3481580582827001
262,fc7_relu,VISpm,734865738,0.36950973023991185
263,fc7_relu,VISpm,738651054,0.3672473831359594
264,fc7_relu,VISpm,739783171,0.32331436867764074
265,fc7_relu,VISpm,742714475,0.3196617417579313
266,fc7_relu,VISrl,716813543,0.38763985442861176
267,fc7_relu,VISrl,723627604,0.3676962318167616
268,fc7_relu,VISrl,732548380,0.3202204490568108
269,fc7_relu,VISrl,738651054,0.4868868512209639
270,fc7_relu,VISrl,742602892,0.4808079819064522
271,fc7_relu,VISrl,742714475,0.45836787320901845
272,fc7_relu,VISrl,744915204,0.1567116809978139
